Lom Praha Flying School,\N,,CLV,AEROTRAINING,Czech Republic,N
Lomas Helicopters,\N,,LMS,LOMAS,United Kingdom,N
London City Airport Jet Centre,\N,,LCY,LONDON CITY,United Kingdom,N
London Executive Aviation,\N,,LNX,LONEX,United Kingdom,N
London Flight Centre (Stansted),\N,,LOV,LOVEAIR,United Kingdom,N
London Helicopter Centres,\N,,LHC,MUSTANG,United Kingdom,N
Lone Star Airlines,\N,,LSS,LONE STAR,United States,N
Long Island Airlines,\N,,ORA,LONG ISLAND,United States,N
Longtail Aviation,\N,,LGT,LONGTAIL,Bermuda,N
Lorraine Aviation,\N,,LRR,LORRAINE,France,N
Los Cedros Aviacion,\N,,LSC,CEDROS,Chile,N
Lotus Air,\N,,TAS,LOTUS FLOWER,Egypt,N
Luchtvaartmaatschappij Twente,\N,,LTW,TWENTAIR,Netherlands,N
Lucky Air,\N,,LKE,LUCKY AIR,China,N
Luft Carago,\N,,LUT,LUGO,South Africa,N
Luftfahrt-Vermietungs-Dienst,\N,,LVD,AIR SANTE,Austria,N
Luftfahrtgesellschaft Walter,\N,HE,LGW,WALTER,Germany,Y
Lufthansa,\N,LH,DLH,LUFTHANSA,Germany,Y
Lufthansa Cargo,\N,LH,GEC,LUFTHANSA CARGO,Germany,Y
Lufthansa CityLine,\N,CL,CLH,HANSALINE,Germany,Y
Lufthansa Systems,\N,L1,,,Germany,N
Lufthansa Technik,\N,,LHT,LUFTHANSA TECHNIK,Germany,N
Lufttaxi Fluggesellschaft,,DV,LTF,Garfield,Germany,N
Lufttransport,\N,L5,LTR,LUFT TRANSPORT,Norway,Y
Luhansk,\N,,LHS,ENTERPRISE LUHANSK,Ukraine,N
Lund University School of Aviation,\N,,UNY,UNIVERSITY,Sweden,N
Luxair,\N,LG,LGL,LUXAIR,Luxembourg,Y
Luxaviation,\N,,LXA,RED LION,Luxembourg,N
Luxembourg Air Rescue,\N,,LUV,LUX RESCUE,Luxembourg,N
Luxflight Executive,\N,,LFE,LUX EXPRESS,Luxembourg,N
Luxor Air,\N,,LXO,,Egypt,N
Luzair,\N,,LUZ,LISBON JET,Portugal,N
Lviv Airlines,\N,5V,UKW,UKRAINE WEST,Ukraine,N
Lydd Air,\N,,LYD,LYDDAIR,United Kingdom,N
Lynch Flying Service,\N,,LCH,LYNCH AIR,United States,N
Lynden Air Cargo,\N,L2,LYC,LYNDEN,United States,N
Lynx Air International,\N,,LXF,LYNX FLIGHT,United States,N
Lynx Aviation,\N,,LYX,LYNX AIR,Pakistan,N
L,\N,MJ,LPR,LAPA,Argentina,Y
L,\N,,LAU,SURAMERICANO,Colombia,N
M & N Aviation,\N,,JNH,JONAH,United States,N
MAC Fotografica,\N,,MCF,MAC FOTO,Spain,N
MANAG'AIR,\N,,MRG,MANAG'AIR,France,N
MAP-Management and Planung,\N,,MPJ,MAPJET,Austria,N
MAS Airways,\N,,TFG,TRAFALGAR,United Kingdom,N
MasAir,\N,M7,MAA,MAS CARGA,Mexico,Y
MAT Macedonian Airlines,\N,IN,MAK,MAKAVIO,Macedonia,Y
MCC Aviation,\N,,MCC,DISCOVERY,South Africa,N
MG Aviacion,\N,,MGA,MAG AVACION,Spain,N
MIA Airlines,\N,,JLA,SALLINE,Romania,N
MIAT Mongolian Airlines,\N,OM,MGL,MONGOL AIR,Mongolia,Y
MIT Airlines,\N,,MNC,MUNCIE,Canada,N
MK Airline,\N,,MKA,KRUGER-AIR,Ghana,N
MNG Airlines,\N,MB,MNB,BLACK SEA,Turkey,Y
MSR Flug-Charter,\N,,EBF,SKYRUNNER,Germany,N
MTC Aviacion,\N,,MCV,MTC AVIACION,Mexico,N
Mac Aviation,\N,,MAQ,MAC AVIATION,Spain,N
Mac Dan Aviation Corporation,\N,,MCN,MAC DAN,United States,N
MacKnight Airlines,\N,,MTD,,Australia,N
Macair Airlines,\N,CC,MCK,,Australia,Y
Macedonian Airlines,\N,,MCS,MACAIR,Greece,N
Madina Air,\N,,MDH,MADINA AIR,Libya,N
Maersk,\N,DM,,,Denmark,Y
Magic Blue Airlines,\N,,MJB,MAGIC BLUE,Netherlands,N
Magna Air,\N,,MGR,MAGNA AIR,Austria,N
Mahalo Air,\N,,MLH,MAHALO,United States,N
Mahan Air,\N,W5,IRM,MAHAN AIR,Iran,Y
Mahfooz Aviation,\N,M2,MZS,MAHFOOZ,Gambia,N
Maine Aviation,\N,,MAT,MAINE-AV,United States,N
Majestic Airlines,\N,,MAJ,MAGIC AIR,United States,N
Mak Air,\N,,AKM,MAKAIR,Kazakhstan,N
Malagasy Airlines,\N,,MLG,,Madagascar,N
Malawi Express,\N,,MLX,MALAWI EXPRESS,Malawi,N
Malaya Aviatsia Dona,\N,,MKK,AEROKEY,Russia,N
Malaysia Airlines,\N,MH,MAS,MALAYSIAN,Malaysia,Y
Mali Air,\N,,MAE,MALI AIREXPRESS,Austria,N
Mali Air Express,\N,,VXP,AVION EXPRESS,Mali,N
Mali Airways,\N,,MTZ,MALI AIRWAYS,Mali,N
Malila Airlift,\N,,MLC,MALILA,Democratic Republic of the Congo,N
Mall Airways,\N,,MLS,MALL-AIRWAYS,United States,N
Malmo Aviation,\N,,SCW,SCANWING,Sweden,Y
Malmoe Air Taxi,\N,,LOD,LOGIC,Sweden,N
Malmö Aviation,\N,TF,SCW,Scanwings,Sweden,Y
Malta Air Charter,\N,R5,MAC,MALTA CHARTER,Malta,Y
Malta Wings,\N,,MWS,MALTA WINGS,Malta,N
Malév,\N,MA,MAH,MALEV,Hungary,Y
Manaf International Airways,\N,,MLB,MANAF,Burundi,N
Mandala Airlines,\N,RI,MDL,MANDALA,Indonesia,Y
Mandarin Airlines,\N,AE,MDA,Mandarin,Taiwan,Y
Mango,\N,JE,MNO,TULCA,South Africa,Y
Manhattan Air,\N,,MHN,MANHATTAN,United Kingdom,N
Manitoulin Air Services,\N,,MTO,MANITOULIN,Canada,N
Mann Air,\N,,MNR,TEEMOL,United Kingdom,N
Mannion Air Charter,\N,,MAN,MANNION,United States,N
Mantrust Asahi Airways,\N,,MTS,MANTRUST,Indonesia,N
Manx Airlines,\N,,MNX,MANX,United Kingdom,N
Maple Air Services,\N,,MAD,MAPLE AIR,Canada,N
March Helicopters,\N,,MAR,MARCH,United Kingdom,N
Marcopolo Airways,\N,,MCP,MARCOPOLO,Afghanistan,N
Marghi Air,\N,,MGI,MARGHI,Nigeria,N
Markair,\N,,MRK,MARKAIR,United States,N
Markoss Aviation,\N,,MKO,GOSHAWK,United Kingdom,N
Mars RK,\N,6V,MRW,AVIAMARS,Ukraine,N
Marshall Aerospace,\N,,MCE,MARSHALL,United Kingdom,N
Marsland Aviation,\N,M7,MSL,MARSLANDAIR,Sudan,N
Martin Aviation Services,\N,,XMA,,United States,N
Martin-Baker,\N,,MBE,MARTIN,United Kingdom,N
Martinair,\N,MP,MPH,MARTINAIR,Netherlands,Y
Martinaire,\N,,MRA,MARTEX,United States,N
Martyn Fiddler Associates,\N,,MFA,SEAHORSE,United Kingdom,N
Marvin Limited,\N,,MVN,MARVIN,United Kingdom,N
Maryland State Police,\N,,TRP,TROOPER,United States,N
Massachusetts Institute of Technology,\N,,MTH,RESEARCH,United States,N
Massey University School of Aviation,\N,,MSY,MASSEY,New Zealand,N
Master Airways,\N,,MSW,MASTER AIRWAYS,Serbia,N
Master Planner,\N,,MPL,,United States,N
Masterjet,\N,,LMJ,MASTERJET,Portugal,N
Mastertop Linhas Aereas,\N,Q4,,,Brazil,N
Mauria,\N,,MIA,MAURIA,Mauritania,N
Mauritanienne Aerienne Et Navale,\N,,MNV,NAVALE,Mauritania,N
Mauritanienne Air Fret,\N,,MRF,MAUR-FRET,Mauritania,N
Mauritanienne Airways,\N,,MWY,MAURITANIENNE,Mauritania,N
Mauritanienne De Transport Aerien,\N,,MDE,MAURI-TRANS,Mauritania,N
Maverick Airways,\N,,MVR,MAV-AIR,United States,N
Mavial Magadan Airlines,\N,H5,MVL,Mavial,Russia,N
Max Avia,\N,,MAI,MAX AVIA,Kyrgyzstan,N
Max Sea Food,\N,,MSF,MAXESA,El Salvador,N
Max-Aviation,\N,,MAX,MAX AVIATION,Canada,N
Maxair,\N,8M,MXL,MAXAIR,Sweden,Y
Maximus Air Cargo,\N,,MXU,CARGO MAX,United Arab Emirates,N
Maxjet Airways,\N,MY,MXJ,MAX-JET,United States,N
Maxsus-Avia,\N,,MXS,MAXSUS-AVIA,Uzbekistan,N
May Air Xpress,\N,,MXP,BEECHNUT,United States,N
Maya Island Air,\N,MW,MYD,MYLAND,Belize,Y
Mayair,\N,,MYI,MAYAIR,Mexico,N
Mbach Air,\N,,MBS,MBACHI AIR,Malawi,N
McAlpine Helicopters,\N,,MCH,MACLINE,United Kingdom,N
McCall Aviation,\N,,MKL,MCCALL,United States,N
McDonnell Douglas,\N,,DAC,DACO,United States,N
McNeely Charter Services,\N,,MDS,MID-SOUTH,United States,N
Med-Trans of Florida,\N,,MEK,MED-TRANS,United States,N
Medavia Company,\N,,MDM,MEDAVIA,Malta,N
Medical Air Rescue Services,\N,,MRZ,MARS,Zimbabwe,N
Medical Aviation Services,\N,,MCL,MEDIC,United Kingdom,N
Mediterranean Air Freight,\N,,MDF,MED-FREIGHT,Greece,N
Mediterranean Airways,\N,,MDY,,Egypt,N
Medjet International,\N,,MEJ,MEDJET,United States,N
Mega,\N,,MGK,MEGLA,Kazakhstan,N
Mega Linhas Aereas,\N,,MEL,MEGA AIR,Brazil,N
Mekong Airlines,\N,,MKN,MEKONG AIRLINES,Cambodia,N
Menajet,\N,IM,MNJ,MENAJET,Lebanon,N
Merchant Express Aviation,\N,,MXX,MERCHANT,Nigeria,N
Mercury Aircourier Service,\N,,MEC,MERCAIR,United States,N
Meridian,\N,,POV,AIR POLTAVA,Ukraine,N
Meridian Air Cargo,\N,,MRD,MERIDIAN,United States,N
Meridian Airlines,\N,,MHL,HASSIMAIR,Nigeria,N
Meridian Aviation,\N,,DSL,DIESEL,United Kingdom,N
Meridian Limited,\N,,MEM,MERIDIAN CHERRY,Ukraine,N
Meridiana,\N,IG,ISS,MERAIR,Italy,Y
Merlin Airways,\N,,MEI,AVALON,United States,N
Merpati Nusantara Airlines,\N,MZ,MNA,MERPATI,Indonesia,Y
Mesa Airlines,\N,YV,ASH,AIR SHUTTLE,United States,Y
Mesaba Airlines,\N,XJ,MES,MESABA,United States,Y
Meta Linhas A,\N,,MSQ,META,Brazil,N
Meteorological Research Flight,\N,,MET,METMAN,United Kingdom,N
Methow Aviation,\N,,MER,METHOW,United States,N
Metro Business Aviation,\N,,MVI,,United Kingdom,N
Metro Express,\N,,MEX,EAGLE EXPRESS,United States,N
Metroflight,\N,,MTR,METRO,United States,N
Metrojet,\N,,MTJ,METROJET,Hong Kong SAR of China,N
Metropix UK,\N,,PIX,METROPIX,United Kingdom,N
Metroplis,\N,,MPS,METRO REGIONAL,Netherlands,N
Mex Blue,\N,,MXB,MEX BLUE,Mexico,N
Mex-Jet,\N,,MJT,MEJETS,Mexico,N
Mexicana de Aviaci,\N,MX,MXA,MEXICANA,Mexico,Y
Mexico Transportes Aereos,\N,,MXT,TRANSMEX,Mexico,N
Miami Air Charter,\N,,HUR,HURRICANE CHARTER,United States,N
Miami Air International,\N,GL,BSK,BISCAYNE,United States,N
Miami Valley Aviation,\N,,OWL,NIGHT OWL,United States,N
Miapet-Avia,\N,,MPT,MIAPET,Armenia,N
Michelin Air Services,\N,,BIB,,France,N
Micromatter Technology Solutions,\N,,WIZ,WIZARD,United Kingdom,N
Mid Airlines,\N,,NYL,NILE,Sudan,N
Mid-Pacific Airlines,\N,,MPA,MID PAC,United States,N
Midamerica Jet,\N,,MJR,MAJOR,United States,N
Middle East Airlines,\N,ME,MEA,CEDAR JET,Lebanon,Y
Midland Airport Services,\N,,MID,,United Kingdom,N
Midline Air Freight,\N,,MFR,MIDLINE FREIGHT,United States,N
Midstate Airlines,\N,,MIS,MIDSTATE,United States,N
Midway Airlines,\N,JI,MDW,MIDWAY,United States,Y
Midway Express,\N,,FLA,PALM,United States,N
Midwest Air Freighters,\N,,FAX,FAIRFAX,United States,N
Midwest Airlines,\N,YX,MEP,,United States,Y
Midwest Airlines (Egypt),\N,MY,MWA,,Egypt,Y
Midwest Aviation,\N,,NIT,NIGHTTRAIN,United States,N
Midwest Aviation Division,\N,,MWT,MIDWEST,United States,N
Midwest Helicopters De Mexico,\N,,HTE,HELICOPTERSMEXICO,Mexico,N
Millardair,\N,,MAB,MILLARDAIR,Canada,N
Millen Corporation,\N,,RJM,MILLEN,United Kingdom,N
Millennium Air,\N,,MLK,NIGERJET,Nigeria,N
Miller Flying Services,\N,,MFS,MILLER TIME,United States,N
Million Air,\N,,OXO,MILL AIR,United States,N
Mimino,\N,,MIM,MIMINO,Russia,N
Mina Airline Company,\N,,NAB,,Egypt,N
Minair,\N,,OMR,ORMINE,Central African Republic,N
Minebea Technologies,\N,,EBE,MINEBEA,United States,N
Mines Air Services Zambia,\N,,MAZ,MINES,Zambia,N
Miniliner,\N,,MNL,MINILINER,Italy,N
Ministic Air,\N,,MNS,MINISTIC,Canada,N
Ministry of Agriculture,\N,,WDG, Fisheries and Food,WATCHDOG,N
Minsk Aircraft Overhaul Plant,\N,,LIR,LISLINE,Belarus,N
Miramichi Air Service,\N,,MIR,MIRAMICHI,Canada,N
Miras,\N,,MIF,MIRAS,Kazakhstan,N
Misr Overseas Airways,\N,,MOS,,Egypt,N
Mission Aviation Fellowship,\N,,MAF,MISSI,Indonesia,N
Missionair,\N,,MSN,MISIONAIR,Spain,N
Missions Gouvernemtales Francaises,\N,,MRN,MARIANNE,France,N
Mississippi State University,\N,,BDG,BULLDOG,United States,N
Mississippi Valley Airways,\N,,MVA,VALAIR,United States,N
Mistral Air,\N,,MSA,AIRMERCI,Italy,N
Mobil Oil,\N,,MBO,MOBIL,Canada,N
Mocambique Expresso,\N,,MXE,MOZAMBIQUE EXPRESS,Mozambique,N
Mofaz Air,\N,,MFZ,MOFAZ AIR,Malaysia,N
Moldaeroservice,\N,,MLE,MOLDAERO,Moldova,N
Moldavian Airlines,\N,2M,MDV,MOLDAVIAN,Moldova,Y
Moldova,\N,,MVG,MOLDOVA-STATE,Moldova,N
Mombasa Air Safari,\N,,RRV,SKYROVER,Kenya,N
Monarch Airlines,\N,ZB,MON,MONARCH,United Kingdom,Y
Monarch Airlines,\N,,MNH,MONARCH AIR,United States,N
Myway Airlines,\N,8I,,,Italy,Y
Moncton Flying Club,\N,,MFC,EAST WIND,Canada,N
Monde Air Charters,\N,,MDB,MONDEAIR CARGO,United Kingdom,N
Monerrey Air Taxi,\N,,MTI,MONTERREY AIR,Mexico,N
Monky Aerotaxis,\N,,MKY,MONKY,Mexico,N
Montenegro Airlines,\N,YM,MGX,MONTAIR,Montenegro,Y
Montserrat Airways,\N,,MNT,MONTSERRAT,Montserrat,N
Mooney Aircraft Corporation,\N,,MNY,MOONEY FLIGHT,United States,N
Morningstar Air Express,\N,,MAL,MORNINGSTAR,Canada,Y
Morris Air Service,\N,,MSS,WASATCH,United States,N
Morrison Flying Service,\N,,MRO,MORRISON,United States,N
Moskovia Airlines,\N,3R,GAI,GROMOV AIRLINE,Russia,Y
Mosphil Aero,\N,,MPI,MOSPHIL,Philippines,N
Motor Sich,\N,M9,MSI,MOTOR SICH,Ukraine,Y
Mount Cook Airlines,\N,NM,NZM,MOUNTCOOK,New Zealand,N
Mountain Air Cargo,\N,,MTN,MOUNTAIN,United States,N
Mountain Air Company,\N,N4,MTC,MOUNTAIN LEONE,Sierra Leone,N
Mountain Air Express,\N,,PKP,PIKES PEAK,United States,N
Mountain Air Service,\N,,BRR,MOUNTAIN AIR,United States,N
Mountain Bird,\N,,MBI,MOUNTAIN BIRD,United States,N
Mountain High Aviation,\N,,MHA,MOUNTAIN HIGH,United States,N
Mountain Pacific Air,\N,,MPC,MOUNTAIN PACIFIC,Canada,N
Mountain Valley Air Service,\N,,MTV,MOUNTAIN VALLEY,United States,N
Mowhawk Airlines,\N,,MOW,MOHAWK AIR,United States,N
Mudan Airlines,\N,,MDN,,Somali Republic,N
Mudanjiang General Aviation,\N,,CMJ,MUDANJIANG,China,N
Multi Taxi,\N,,MTX,MULTITAXI,Mexico,N
Multi-Aero,\N,,WBR,WEBER,United States,N
Multiflight,\N,,MFT,YORKAIR,,N
Murmansk Aircompany,\N,,MNZ,MURMAN AIR,Russia,N
Murray Air,\N,,MUA,MURRAY AIR,United States,N
Musrata Air Transport,\N,,MMR,MUSRATA AIR,Libya,N
Mustique Airways,\N,,MAW,MUSTIQUE,Barbados,N
My Way Airlines,\N,,MYW,FRANKY,Italy,N
MyTravel Airways,\N,VZ,MYT,KESTREL,United Kingdom,Y
Myanma Airways,\N,UB,UBA,UNIONAIR,Myanmar,Y
Myanmar Airways International,\N,8M,MMM,assignment postponed,Myanmar,Y
Myflug,\N,,MYA,MYFLUG,Iceland,Y
Mytravel Airways,\N,,VKG,VIKING,Denmark,N
NEL Cargo,\N,,NLG,NELCARGO,Ivory Coast,N
NHT Lineas Aereas,\N,,NHG,HELGA,Brazil,N
NZ Warbirds Association,\N,,WAR,WARBIRDS,New Zealand,N
Nacoia Lda,\N,,ANL,AIR NACOIA,Angola,N
Nada Air Service,\N,,NHZ,NADA AIR,Chad,N
Compangnie Nationale Naganagani,\N,,BFN,,Burkina Faso,N
Nahanni Air Services Ltd,\N,,NAH,NAHANNI,Canada,N
Nakheel Aviation,\N,,NKL,NAKHEEL,United Arab Emirates,N
Namibia Commerical Aviation,\N,,MRE,MED RESCUE,Namibia,N
Namibian Defence Force,\N,,NDF,NAMIBIAN AIR FORCE,Namibia,N
Nanjing Airlines,\N,,CNJ,NINGHANG,China,N
Nantucket Airlines,\N,DV,ACK,ACK AIR,United States,N
Nanyah Aviation,\N,,NYA,NANYAH,Israel,N
Napier Air Service Inc,\N,,NAP,NAPIER,United States,N
Nas Air,\N,,NCM,AIR BANE,Angola,N
Nas Air,\N,P9,,,Mali,N
Nasair,\N,UE,NAS,NASAIRWAYS,Eritrea,Y
Nashville Jet Charters,\N,,NJC,NASHVILLE JET,United States,N
Natalco Air Lines,\N,,NCO,NATALCO,S,N
Natioanl Air Traffic Controllers Association,\N,,NTK,NATCA,United States,N
National Air Charter,\N,,NSR,NASAIR,Indonesia,N
National Air Traffic Services,\N,,RFI,SHERLOCK,United Kingdom,N
National Airlines,\N,,NAN,NATION AIR,United States,N
National Airlines,\N,N4,NCN,,Chile,N
National Airlines,\N,N7,ROK,RED ROCK,United States,N
National Airlines,\N,NA,NAL,NATIONAL,United States,N
National Airlines,\N,,KUS,KUSWAG,South Africa,N
National Airways Cameroon,\N,9O,,,Cameroon,N
National Airways Corporation,\N,,LFI,AEROMED,South Africa,N
National Aviation Company,\N,,GTY,,Egypt,N
National Aviation Consultants,\N,,TNC,NATCOM,Canada,N
National Express,\N,,NXT,NATIONAL FREIGHT,United States,N
National Grid,\N,,GRD,GRID,United Kingdom,N
National Jet Express,\N,,JTE,JETEX,Australia,N
National Jet Service,\N,,AND,AIR INDIANA,United States,N
National Jet Systems,\N,NC,NJS,NATIONAL JET,Australia,Y
National Oceanic and Atmospheric Administration,\N,,NAA,NOAA,United States,N
National Overseas Airlines Company,\N,,NOL,NAT AIRLINE,Egypt,N
Nationale Luchtvaartschool,\N,,NLS,PANDER,Netherlands,N
Nations Air Express Inc,\N,,NAE,NATIONS EXPRESS,United States,N
Nationwide Airlines,\N,CE,NTW,NATIONWIDE,South Africa,Y
Nationwide Airlines (Zambia),\N,,NWZ,ZAMNAT,Zambia,N
Natural Environment Research Council,\N,,EVM,SCIENCE,United Kingdom,N
Natureair,\N,,NRR,NATUREAIR,Costa Rica,N
Naturelink Charter,\N,,NRK,NATURELINK,South Africa,N
Nauru Air Corporation,\N,ON,RON,AIR NAURU,Nauru,Y
NAV CANADA,\N,,NVC,NAV CAN,Canada,N
Nav Flight Planning,\N,,NAV,NAV DISPATCH,Czech Republic,N
Navegacao Aerea De Portugal,\N,,NVP,,Portugal,N
Navegacion Servicios Aereos Canarios SA,\N,,NAY,NAYSA,Spain,N
Navid,\N,,IRI,NAVID,Iran,N
Naviera Mexicana,\N,,NVM,NAVIERA,Mexico,N
Navigator Airlines,\N,,NVL,NAVLINES,Armenia,N
Navinc Airlines Services,\N,,XNV,,United States,N
Navitaire,\N,1N,,,United States,N
Navtech System Support,\N,,XNS,,Canada,N
Nayzak Air Transport,\N,,NZA,,Libya,N
State of Nebraska,\N,,NEB,NEBRASKA,United States,N
Necon Air,\N,,NEC,NECON AIR,Nepal,N
Nederlandse Kustwacht,\N,,NCG,NETHERLANDS COASTGUARD,Netherlands,N
Nefteyugansk Aviation Division,\N,,NFT,NEFTEAVIA,Russia,N
Neiltown Air,\N,,NLA,NEILTOWN AIR,Canada,N
Nelair Charters,\N,,NLC,NELAIR,South Africa,N
Nelson Aviation College,\N,,CGE,COLLEGE,New Zealand,N
Nepal Airlines,\N,RA,RNA,ROYAL NEPAL,Nepal,Y
Neos,\N,NO,NOS,MOONFLOWER,Italy,N
Neosiam Airways,\N,,TOX,SKY KINGDOM,Thailand,N
Neric,\N,,NSL,NERICAIR,United Kingdom,N
NetJets,\N,1I,EJA,EXECJET,United States,Y
Network Aviation Services,\N,,NET,NETWORK,Nigeria,N
New England Air Express,\N,,NEZ,ENGAIR,United States,N
New England Airlines,\N,EJ,NEA,NEW ENGLAND,United States,Y
New Heights 291,\N,,NHT,NEWHEIGHTS,South Africa,N
New World Jet Corporation,\N,,NWD,NEW WORLD,United States,N
New York Helicopter,\N,,NYH,NEW YORK,United States,N
New York State Police,\N,,GRY,GRAY RIDER,United States,N
New Zealand Air Defence Force,\N,,KRC,KIWI RESCUE,New Zealand,N
Newair,\N,,HVA,HAVEN-AIR,United States,N
Newfoundland Labrador Air Transport,\N,,NLT,NALAIR,Canada,N
NextJet,\N,2N,NTJ,NEXTJET,Sweden,Y
Nextflight Aviation,\N,,NXF,NEXTFLIGHT,United States,N
Nexus Aviation,\N,,NXS,NEXUS AVIATION,Nigeria,N
Nicaraguense De Aviacion,\N,,NIS,NICA,Nicaragua,N
Nicon Airways,\N,,NCN,NICON AIRWAYS,Nigeria,N
Nigeria Airways,\N,,NGA,NIGERIA,Nigeria,N
Nigerian Air Force,\N,,NGR,NIGERIAN AIRFORCE,Nigeria,N
Nigerian Global,\N,,NGX,AIR GLOBAL,Nigeria,N
Night Express,\N,,EXT,EXECUTIVE,Germany,N
Niki,\N,HG,NLY,FLYNIKI,Austria,Y
Nikolaev-Air,\N,,NKV,AIR NIKOLAEV,Ukraine,N
Nile Safaris Aviation,\N,,NSA,NILE SAFARIS,Sudan,N
Nile Valley Aviation Company,\N,,NVA,,Egypt,N
Nile Wings Aviation Services,\N,,NLW,NILE WINGS,Sudan,N
Nimbus Aviation,\N,,NBS,NIMBUS,United Kingdom,N
Nippon Cargo Airlines,\N,KZ,NCA,NIPPON CARGO,Japan,N
Nizhnevartovskavia,\N,,NVK,VARTOSKAVIA,Russia,N
Search and Rescue 202,\N,,SRG,,United Kingdom,N
Search and Rescue 22,\N,,SRD,,United Kingdom,N
No. 32 (The Royal) Squadron RAF,\N,,NOH,NORTHOLT,United Kingdom,N
84 Squadron Royal Air Force @ RAF Akrotiri,\N,,AKG,GRIFTER,United Kingdom,N
Nobil Air,\N,,NBL,NOBIL AIR,Moldova,N
Nok Air,\N,DD,NOK,NOK AIR,Thailand,Y
Nolinor Aviation,\N,,NRL,NOLINOR,Canada,N
Nomad Aviation,\N,,NMD,NOMAD AIR,Namibia,N
Norcopter,\N,,NOC,,Norway,N
Nord-Flyg,\N,,NEF,NORDEX,Sweden,N
Nordeste Linhas Aereas Regionais,\N,JH,NES,NORDESTE,Brazil,N
Nordic Regional,\N,6N,NRD,NORTH RIDER,Sweden,N
Nordic Solutions,\N,,NVD,NORDVIND,Lithuania,N
Nordstree (Australia),\N,,NDS,,Australia,N
Norestair,\N,,NRT,NORESTAIR,Spain,N
Norfolk County Flight College,\N,,NCF,COUNTY,United Kingdom,Y
Norontair,\N,,NOA,NORONTAIR,Canada,N
Norrlandsflyg,\N,,HMF,LIFEGUARD SWEDEN,Sweden,N
Norse Air Charter,\N,,NRX,NORSE AIR,South Africa,N
Norsk Flyrjeneste,\N,,NIR,NORSEMAN,Norway,N
Norsk Helikopter,\N,,NOR,NORSKE,Norway,N
Norsk Luftambulanse,\N,,DOC,HELIDOC,Norway,N
Nortavia,\N,,RTV,TIC-TAC,Portugal,N
North Adria Aviation,\N,,NAI,NORTH-ADRIA,Croatia,N
North American Airlines,\N,,NTM,NORTHAM,Canada,Y
North American Charters,\N,,HMR,HAMMER,Canada,Y
North American Jet Charter Group,\N,,NAJ,JET GROUP,United States,N
North Atlantic Air Inc,\N,,NAT,MASS AIR,United States,N
North Atlantic Cargo,\N,,NFC,NORTH ATLANTIC,Norway,N
North British Airlines,\N,,NBN,TEESAIR,United Kingdom,N
North Caribou Flying Service Ltd,\N,,NCB,NORTH CARIBOU,Canada,N
North Coast Air Services Ltd,\N,,NCC,NORTH COAST,Canada,N
North Coast Aviation,\N,N9,,,Papua New Guinea,N
North Flying,\N,M3,NFA,NORTH FLYING,Denmark,N
North Sea Airways,\N,,NRC,NORTH SEA,Netherlands,N
North Star Air Cargo,\N,,SBX,SKY BOX,United States,N
North Vancouver Airlines,\N,,NRV,NORVAN,Canada,N
North West Airlines,\N,,NWW,HALANT,Australia,N
North West Geomatics,\N,,PTO,PHOTO,Canada,N
North-East Airlines,\N,,NEN,NORTHEAST SWAN,Nigeria,N
North-West Air Transport Company - Vyborg,\N,,VBG,VYBORG AIR,Russia,N
North-Wright Airways,\N,HW,NWL,NORTHWRIGHT,Canada,N
Northafrican Air Transport,\N,,NLL,NORTHAFRICAN AIR,Libya,N
Northaire Feight Lines,\N,,NFL,GREAT LAKES,United States,N
Northamptonshire School of Flying,\N,,NSF,NORTON,United Kingdom,N
Northcoast Executive Airlines,\N,,NCE,TOP HAT,United States,N
Northeast Airlines,\N,,NEE,NORTHEAST,United States,N
Northeast Aviation,\N,,NPX,NORTHEAST EXPRESS,United States,N
Northern Air Cargo,\N,NC,NAC,YUKON,United States,N
Northern Airlines Sanya,\N,,BYC,BEIYA,China,N
Northern Airways,\N,,NDA,NORTHERN DAKOTA,United States,N
Northern Aviation Service,\N,,CMU,LANNA AIR,Thailand,N
Northern Dene Airways,\N,U7,,,Canada,Y
Northern Executive Aviation,\N,,NEX,NEATAX,United Kingdom,N
Northern Illinois Commuter,\N,,NIC,ILLINOIS COMMUTER,United States,N
Northern Jet Management,\N,,NTX,NORTAX,United States,N
Northern Thunderbird Air,\N,,NTA,THUNDERBIRD,Canada,N
Northland Aviation,\N,,KOE,KOKEE,United States,N
Northstar Aviation,\N,,NSS,NORTHSTAR,United States,N
Northumbria Helicopters,\N,,NHL,NORTHUMBRIA,United Kingdom,N
Northway Aviation Ltd,\N,,NAL,NORTHWAY,Canada,N
Northwest Aero Associates,\N,,NWE,,United States,N
Northwest Airlines,\N,NW,NWA,NORTHWEST,United States,Y
Northwest Regional Airlines,\N,FY,NWR,,Australia,N
Northwest Territorial Airways,\N,,NWT,TERRITORIAL,Canada,N
Northwestern Air,\N,J3,PLR,POLARIS,Canada,Y
Northwinds Northern,\N,,NWN,NORTHWINDS,Canada,N
Nortland Air Manitoba,\N,,NAM,MANITOBA,Canada,N
Norwegian Air Shuttle,\N,DY,NAX,NOR SHUTTLE,Norway,Y
Norwegian Aviation College,\N,,TFN,SPRIT,Norway,Y
Notams International,\N,,XNT,,United States,N
Nouvel Air Tunisie,\N,BJ,LBT,NOUVELAIR,Tunisia,Y
Nova Airline,\N,M4,NOV,NOVANILE,Sudan,N
